  Compare Sequence names             Sd        Sn         S         N      ps      pn     ds      dn     ds/dn     ps/pn
  11   95 XM_022445 XM_022444  175.3333  530.6667  260.6667  975.3333  0.6726  0.5441 1.7036  0.9695    1.7573    1.2363
  11   96 XM_022445 XM_022444  191.0000  573.0000  265.8333  982.1667  0.7185  0.5834 2.3775  1.1284    2.1070    1.2316
  11   97 XM_022445 XM_022443  136.3333  498.6667  219.3333  884.6667  0.6216  0.5637 1.3236  1.0444    1.2673    1.1027
  11   98 XM_022445 XM_022446  166.3333  582.6667  232.6667  901.3333  0.7149  0.6464 2.2964  1.4850    1.5464    1.1059
  11   99 XM_022445 XM_022438  152.6667  505.3333  210.5000  770.5000  0.7253  0.6559 2.5587  1.5564    1.6440    1.1058
  11  100 XM_022445 XM_022476  158.8333  610.1667  240.3333  935.6667  0.6609  0.6521 1.5976  1.5272    1.0461    1.0134
  11  101 XM_022445 XM_022443  189.5000  681.5000  255.8333  992.1667  0.7407  0.6869 3.2939  1.8563    1.7745    1.0784
  11  102 XM_022445 XM_022448  181.0000  666.0000  253.8333 1000.1667  0.7131  0.6659 2.2582  1.6410    1.3762    1.0708
  12   13 XM_022435 XM_022445  113.1667  287.8333  192.1667  788.8333  0.5889  0.3649 1.1535  0.4999    2.3075    1.6139
  12   14 XM_022435 XM_022446  221.1667  700.8333  344.6667 1413.3333  0.6417  0.4959 1.4513  0.8117    1.7880    1.2940
  12   15 XM_022435 XM_022445  227.3333  748.6667  357.1667 1478.8333  0.6365  0.5063 1.4161  0.8430    1.6800    1.2573
  12   16 XM_022435 XM_022445  120.6667  332.3333  196.0000  794.0000  0.6156  0.4186 1.2897  0.6125    2.1058    1.4709
  12   17 XM_022435 XM_022445  382.1667 1429.8333  596.8333 2400.1667  0.6403  0.5957 1.4419  1.1860    1.2158    1.0749
  12   18 XM_022435 XM_022445  232.6667  776.3333  365.8333 1473.1667  0.6360  0.5270 1.4128  0.9096    1.5532    1.2069
  12   19 XM_022435 XM_022479  120.5000  317.5000  186.1667  725.8333  0.6473  0.4374 1.4910  0.6564    2.2713    1.4797
  12   20 XM_022435 XM_022441  248.5000  834.5000  361.6667 1516.3333  0.6871  0.5503 1.8589  0.9926    1.8727    1.2485
  12   21 XM_022435 XM_022440  114.0000  347.0000  176.8333  717.1667  0.6447  0.4838 1.4723  0.7770    1.8948    1.3324
  12   22 XM_022435 XM_022446  112.0000  344.0000  176.5000  717.5000  0.6346  0.4794 1.4035  0.7647    1.8354    1.3235
  12   23 XM_022435 XM_022443  209.3333  706.6667  319.3333 1288.6667  0.6555  0.5484 1.5539  0.9852    1.5772    1.1954
  12   24 XM_022435 XM_022443  209.3333  703.6667  318.3333 1283.6667  0.6576  0.5482 1.5704  0.9845    1.5951    1.1996
  12   25 XM_022435 XM_022443  208.3333  703.6667  317.3333 1281.6667  0.6565  0.5490 1.5617  0.9877    1.5812    1.1958
  12   26 XM_022435 XM_022443  202.5000  682.5000  308.8333 1251.1667  0.6557  0.5455 1.5551  0.9746    1.5957    1.2020
  12   27 XM_022435 XM_022443  203.0000  685.0000  309.3333 1253.6667  0.6562  0.5464 1.5596  0.9779    1.5948    1.2010
  12   28 XM_022435 XM_022443  208.0000  699.0000  317.3333 1281.6667  0.6555  0.5454 1.5533  0.9742    1.5944    1.2018
  12   29 XM_022435 XM_022443  208.0000  696.0000  316.3333 1276.6667  0.6575  0.5452 1.5699  0.9734    1.6128    1.2061
  12   30 XM_022435 XM_022443  209.3333  706.6667  319.3333 1288.6667  0.6555  0.5484 1.5539  0.9852    1.5772    1.1954
  12   31 XM_022435 XM_022443  209.3333  703.6667  318.3333 1283.6667  0.6576  0.5482 1.5704  0.9845    1.5951    1.1996
  12   32 XM_022435 XM_022443  209.3333  706.6667  319.3333 1288.6667  0.6555  0.5484 1.5539  0.9852    1.5772    1.1954
  12   33 XM_022435 XM_022443  209.3333  706.6667  319.3333 1288.6667  0.6555  0.5484 1.5539  0.9852    1.5772    1.1954
  12   34 XM_022435 XM_022443  209.3333  706.6667  319.3333 1288.6667  0.6555  0.5484 1.5539  0.9852    1.5772    1.1954
  12   35 XM_022435 XM_022454  275.3333 1054.6667  420.5000 1745.5000  0.6548  0.6042 1.5479  1.2285    1.2600    1.0837
  12   36 XM_022435 XM_022436  205.3333  695.6667  332.1667 1320.8333  0.6182  0.5267 1.3039  0.9086    1.4350    1.1737
  12   37 XM_022435 XM_022449  145.5000  427.5000  218.1667  879.8333  0.6669  0.4859 1.6502  0.7828    2.1082    1.3726
  12   38 XM_022435 XM_022448  315.3333 1091.6667  457.5000 1879.5000  0.6893  0.5808 1.8850  1.1169    1.6878    1.1867
  12   39 XM_022435 XM_022448  272.0000  909.0000  384.3333 1574.6667  0.7077  0.5773 2.1568  1.1012    1.9585    1.2260
  12   40 XM_022435 XM_022448  259.6667  868.3333  370.8333 1522.1667  0.7002  0.5705 2.0344  1.0723    1.8973    1.2275
  12   41 XM_022435 XM_022448  258.1667  838.8333  364.0000 1487.0000  0.7092  0.5641 2.1844  1.0462    2.0880    1.2573
  12   42 XM_022435 XM_022448  319.8333 1105.1667  450.5000 1877.5000  0.7100  0.5886 2.1975  1.1523    1.9070    1.2061
  12   43 XM_022435 XM_022448  297.0000 1051.0000  429.0000 1794.0000  0.6923  0.5858 1.9237  1.1394    1.6883    1.1817
  12   44 XM_022435 XM_022448  328.3333 1132.6667  462.0000 1920.0000  0.7107  0.5899 2.2112  1.1583    1.9089    1.2047
  12   45 XM_022435 XM_022448  328.3333 1132.6667  462.0000 1920.0000  0.7107  0.5899 2.2112  1.1583    1.9089    1.2047
  12   46 XM_022435 XM_022448  327.3333 1129.6667  461.3333 1914.6667  0.7095  0.5900 2.1898  1.1587    1.8898    1.2026
  12   47 XM_022435 XM_022448  328.3333 1132.6667  462.0000 1920.0000  0.7107  0.5899 2.2112  1.1583    1.9089    1.2047
  12   48 XM_022435 XM_022448  297.0000 1051.0000  429.0000 1794.0000  0.6923  0.5858 1.9237  1.1394    1.6883    1.1817
  12   49 XM_022435 XM_022448  327.3333 1129.6667  461.3333 1914.6667  0.7095  0.5900 2.1898  1.1587    1.8898    1.2026
  12   50 XM_022435 XM_022451  145.5000  459.5000  227.6667  897.3333  0.6391  0.5121 1.4335  0.8611    1.6648    1.2480
  12   51 XM_022435 XM_022431  153.0000  513.0000  230.0000  874.0000  0.6652  0.5870 1.6350  1.1445    1.4285    1.1333
  12   52 XM_022435 XM_022431  126.0000  420.0000  191.5000  750.5000  0.6580  0.5596 1.5734  1.0283    1.5301    1.1757
  12   53 XM_022435 XM_022431  296.6667 1115.3333  425.3333 1692.6667  0.6975  0.6589 1.9943  1.5813    1.2612    1.0585
  12   54 XM_022435 XM_022439  145.0000  483.0000  219.8333  857.1667  0.6596  0.5635 1.5868  1.0437    1.5204    1.1706
  12   55 XM_022435 XM_022439  246.1667  824.8333  353.1667 1392.8333  0.6970  0.5922 1.9877  1.1690    1.7003    1.1770
  12   56 XM_022435 XM_022439  156.6667  546.3333  241.8333  952.1667  0.6478  0.5738 1.4951  1.0863    1.3764    1.1291
  12   57 XM_022435 XM_022439  143.8333  503.1667  228.0000  897.0000  0.6308  0.5609 1.3798  1.0335    1.3350    1.1246
  12   58 XM_022435 XM_022439  170.6667  615.3333  262.3333 1024.6667  0.6506  0.6005 1.5155  1.2097    1.2528    1.0833
  12   59 XM_022435 XM_022439  148.6667  528.3333  233.8333  909.1667  0.6358  0.5811 1.4115  1.1182    1.2623    1.0941
  12   60 XM_022435 XM_022439  170.6667  615.3333  262.3333 1024.6667  0.6506  0.6005 1.5155  1.2097    1.2528    1.0833
  12   61 XM_022435 XM_022439  160.6667  613.3333  262.0000 1028.0000  0.6132  0.5966 1.2763  1.1904    1.0722    1.0278
  12   62 XM_022435 XM_022439  144.1667  514.8333  229.3333  892.6667  0.6286  0.5767 1.3659  1.0989    1.2430    1.0900
  12   63 XM_022435 XM_022439  149.0000  516.0000  228.5000  911.5000  0.6521  0.5661 1.5269  1.0543    1.4483    1.1519
  12   64 XM_022435 XM_022438  211.6667  750.3333  308.5000 1233.5000  0.6861  0.6083 1.8472  1.2498    1.4781    1.1279
  12   65 XM_022435 XM_022438  209.3333  738.6667  305.0000 1219.0000  0.6863  0.6060 1.8499  1.2375    1.4949    1.1326
  12   66 XM_022435 XM_022438  232.0000  798.0000  328.1667 1306.8333  0.7070  0.6106 2.1434  1.2622    1.6981    1.1577
  12   67 XM_022435 XM_022439  199.6667  700.3333  290.5000 1167.5000  0.6873  0.5999 1.8615  1.2064    1.5431    1.1458
  12   68 XM_022435 XM_022439  107.5000  328.5000  161.6667  639.3333  0.6649  0.5138 1.6326  0.8666    1.8839    1.2941
  12   69 XM_022435 XM_022436  178.5000  664.5000  286.8333 1135.1667  0.6223  0.5854 1.3279  1.1373    1.1676    1.0631
  12   70 XM_022435 XM_022436  103.6667  364.3333  178.8333  712.1667  0.5797  0.5116 1.1118  0.8595    1.2935    1.1331
  12   71 XM_022435 XM_022436  180.5000  693.5000  290.3333 1182.6667  0.6217  0.5864 1.3243  1.1419    1.1597    1.0602
  12   72 XM_022435 XM_022446  308.3333 1073.6667  441.1667 1718.8333  0.6989  0.6246 2.0148  1.3417    1.5016    1.1189
  12   73 XM_022435 XM_022446  290.6667 1010.3333  419.3333 1635.6667  0.6932  0.6177 1.9349  1.3012    1.4870    1.1222
  12   74 XM_022435 XM_022445  278.0000  982.0000  404.1667 1590.8333  0.6878  0.6173 1.8677  1.2989    1.4379    1.1143
  12   75 XM_022435 XM_022440  164.5000  619.5000  251.6667 1029.3333  0.6536  0.6018 1.5390  1.2164    1.2652    1.0861
  12   76 XM_022435 XM_022445   47.8333  202.1667   75.0000  333.0000  0.6378  0.6071 1.4247  1.2435    1.1457    1.0505
  12   77 XM_022435 XM_022459  195.6667  752.3333  270.0000 1107.0000  0.7247  0.6796 2.5417  1.7746    1.4323    1.0663
  12   78 XM_022435 XM_022459  183.1667  684.8333  247.5000 1015.5000  0.7401  0.6744 3.2432  1.7208    1.8847    1.0974
  12   79 XM_022435 XM_022459  189.1667  718.8333  258.6667 1064.3333  0.7313  0.6754 2.7692  1.7308    1.6000    1.0828
  12   80 XM_022435 XM_022459  182.5000  681.5000  246.1667 1013.8333  0.7414  0.6722 3.3484  1.6995    1.9703    1.1029
  12   81 XM_022435 XM_022459  191.1667  733.8333  266.1667 1080.8333  0.7182  0.6790 2.3710  1.7675    1.3414    1.0578
  12   82 XM_022435 XM_022476  174.6667  624.3333  249.1667  974.8333  0.7010  0.6405 2.0462  1.4428    1.4183    1.0945
  12   83 XM_022435 XM_022476  174.6667  620.3333  248.0000  970.0000  0.7043  0.6395 2.0985  1.4364    1.4609    1.1013
  12   84 XM_022435 XM_022476  155.0000  544.0000  220.0000  869.0000  0.7045  0.6260 2.1025  1.3499    1.5576    1.1255
  12   85 XM_022435 XM_022476  273.3333 1010.6667  381.6667 1508.3333  0.7162  0.6701 2.3238  1.6791    1.3840    1.0688
  12   86 XM_022435 XM_022476  390.6667 1591.3333  574.5000 2323.5000  0.6800  0.6849 1.7788  1.8330    0.9705    0.9929
  12   87 XM_022435 XM_022476  409.5000 1625.5000  588.5000 2369.5000  0.6958  0.6860 1.9711  1.8460    1.0677    1.0143
  12   88 XM_022435 XM_022476  173.5000  645.5000  259.5000 1021.5000  0.6686  0.6319 1.6655  1.3865    1.2012    1.0580
  12   89 XM_022435 XM_022476  164.5000  616.5000  247.5000  982.5000  0.6646  0.6275 1.6300  1.3589    1.1995    1.0592
  12   90 XM_022435 XM_022476  183.1667  663.8333  266.6667 1047.3333  0.6869  0.6338 1.8562  1.3988    1.3270    1.0837
  12   91 XM_022435 XM_022454  115.0000  433.0000  185.6667  729.3333  0.6194  0.5937 1.3109  1.1762    1.1145    1.0433
  12   92 XM_022435 XM_022447  115.0000  435.0000  179.6667  717.3333  0.6401  0.6064 1.4402  1.2398    1.1616    1.0555
  12   93 XM_022435 XM_022461  248.0000  886.0000  337.1667 1342.8333  0.7355  0.6598 2.9616  1.5885    1.8644    1.1148
  12   94 XM_022435 XM_022459  192.5000  630.5000  254.3333  990.6667  0.7569  0.6364    nan  1.4158       nan    1.1892
  12   95 XM_022435 XM_022444  259.0000  804.0000  354.6667 1331.3333  0.7303  0.6039 2.7282  1.2269    2.2237    1.2092
  12   96 XM_022435 XM_022444  325.1667 1230.8333  482.8333 1884.1667  0.6735  0.6533 1.7116  1.5360    1.1144    1.0309
  12   97 XM_022435 XM_022443  196.1667  705.8333  285.3333 1166.6667  0.6875  0.6050 1.8637  1.2325    1.5121    1.1364
  12   98 XM_022435 XM_022446  160.0000  614.0000  244.0000  962.0000  0.6557  0.6383 1.5555  1.4279    1.0894    1.0274
  12   99 XM_022435 XM_022438  166.5000  542.5000  221.0000  817.0000  0.7534  0.6640    nan  1.6244       nan    1.1346
  12  100 XM_022435 XM_022476  175.1667  748.8333  278.0000 1093.0000  0.6301  0.6851 1.3750  1.8356    0.7491    0.9197
  12  101 XM_022435 XM_022443  332.0000 1297.0000  468.1667 1844.8333  0.7091  0.7030 2.1826  2.0782    1.0503    1.0087
  12  102 XM_022435 XM_022448  403.3333 1384.6667  502.0000 1991.0000  0.8035  0.6955    nan  1.9659       nan    1.1553
  13   14 XM_022445 XM_022446   45.3333   78.6667  192.1667  791.8333  0.2359  0.0993 0.2833  0.1066    2.6578    2.3746
  13   15 XM_022445 XM_022445   31.3333   97.6667  191.5000  792.5000  0.1636  0.1232 0.1846  0.1346    1.3710    1.3277
  13   16 XM_022445 XM_022445   58.6667  174.3333  187.5000  766.5000  0.3129  0.2274 0.4049  0.2710    1.4941    1.3757
  13   17 XM_022445 XM_022445  104.3333  259.6667  193.5000  784.5000  0.5392  0.3310 0.9518  0.4366    2.1799    1.6290
  13   18 XM_022445 XM_022445  103.5000  276.5000  194.5000  789.5000  0.5321  0.3502 0.9271  0.4719    1.9648    1.5194
  13   19 XM_022445 XM_022479   87.8333  225.1667  157.8333  601.1667  0.5565  0.3745 1.0161  0.5190    1.9579    1.4858
  13   20 XM_022445 XM_022441  110.6667  348.3333  184.6667  769.3333  0.5993  0.4528 1.2035  0.6942    1.7337    1.3236
  13   21 XM_022445 XM_022440  102.1667  282.8333  160.5000  643.5000  0.6366  0.4395 1.4165  0.6615    2.1415    1.4483
  13   22 XM_022445 XM_022446  102.5000  282.5000  159.8333  644.1667  0.6413  0.4386 1.4486  0.6591    2.1977    1.4623
  13   23 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   24 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   25 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   26 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   27 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   28 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   29 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   30 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   31 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   32 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   33 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   34 XM_022445 XM_022443  109.6667  301.3333  186.1667  731.8333  0.5891  0.4118 1.1544  0.5972    1.9329    1.4307
  13   35 XM_022445 XM_022454  106.5000  349.5000  184.6667  757.3333  0.5767  0.4615 1.0989  0.7165    1.5336    1.2497
  13   36 XM_022445 XM_022436  116.1667  339.8333  193.0000  773.0000  0.6019  0.4396 1.2166  0.6617    1.8386    1.3691
  13   37 XM_022445 XM_022449   98.3333  241.6667  154.1667  613.8333  0.6378  0.3937 1.4251  0.5582    2.5529    1.6201
  13   38 XM_022445 XM_022448  124.8333  334.1667  191.5000  786.5000  0.6519  0.4249 1.5253  0.6269    2.4331    1.5343
  13   39 XM_022445 XM_022448  135.8333  331.1667  190.6667  781.3333  0.7124  0.4238 2.2451  0.6245    3.5948    1.6808
  13   40 XM_022445 XM_022448  135.8333  331.1667  190.6667  781.3333  0.7124  0.4238 2.2451  0.6245    3.5948    1.6808
  13   41 XM_022445 XM_022448  135.8333  331.1667  190.6667  781.3333  0.7124  0.4238 2.2451  0.6245    3.5948    1.6808
  13   42 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   43 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   44 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   45 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   46 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   47 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   48 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   49 XM_022445 XM_022448  133.3333  335.6667  190.0000  782.0000  0.7018  0.4292 2.0578  0.6370    3.2303    1.6349
  13   50 XM_022445 XM_022451   94.8333  205.1667  140.0000  559.0000  0.6774  0.3670 1.7511  0.5041    3.4739    1.8456
  13   51 XM_022445 XM_022431  102.8333  339.1667  173.1667  660.8333  0.5938  0.5132 1.1769  0.8648    1.3609    1.1570
  13   52 XM_022445 XM_022431  102.8333  339.1667  173.1667  660.8333  0.5938  0.5132 1.1769  0.8648    1.3609    1.1570
  13   53 XM_022445 XM_022431  132.3333  386.6667  188.6667  741.3333  0.7014  0.5216 2.0525  0.8917    2.3019    1.3448
  13   54 XM_022445 XM_022439  111.5000  341.5000  176.3333  684.6667  0.6323  0.4988 1.3891  0.8203    1.6934    1.2677
  13   55 XM_022445 XM_022439  121.5000  395.5000  193.3333  748.6667  0.6284  0.5283 1.3648  0.9140    1.4933    1.1896
  13   56 XM_022445 XM_022439  114.5000  357.5000  178.3333  706.6667  0.6421  0.5059 1.4538  0.8419    1.7269    1.2691
  13   57 XM_022445 XM_022439  114.5000  357.5000  178.3333  706.6667  0.6421  0.5059 1.4538  0.8419    1.7269    1.2691
  13   58 XM_022445 XM_022439  113.0000  356.0000  180.1667  704.8333  0.6272  0.5051 1.3571  0.8394    1.6168    1.2418
  13   59 XM_022445 XM_022439  113.0000  356.0000  180.1667  704.8333  0.6272  0.5051 1.3571  0.8394    1.6168    1.2418
  13   60 XM_022445 XM_022439  113.0000  356.0000  180.1667  704.8333  0.6272  0.5051 1.3571  0.8394    1.6168    1.2418
  13   61 XM_022445 XM_022439  113.0000  356.0000  180.1667  704.8333  0.6272  0.5051 1.3571  0.8394    1.6168    1.2418
  13   62 XM_022445 XM_022439  113.0000  356.0000  180.1667  704.8333  0.6272  0.5051 1.3571  0.8394    1.6168    1.2418
  13   63 XM_022445 XM_022439   92.0000  258.0000  146.5000  588.5000  0.6280  0.4384 1.3620  0.6588    2.0674    1.4324
  13   64 XM_022445 XM_022438  113.5000  413.5000  189.5000  749.5000  0.5989  0.5517 1.2018  0.9977    1.2046    1.0856
  13   65 XM_022445 XM_022438  113.5000  413.5000  189.5000  749.5000  0.5989  0.5517 1.2018  0.9977    1.2046    1.0856
  13   66 XM_022445 XM_022438  113.5000  413.5000  189.5000  749.5000  0.5989  0.5517 1.2018  0.9977    1.2046    1.0856
  13   67 XM_022445 XM_022439  113.5000  413.5000  189.5000  749.5000  0.5989  0.5517 1.2018  0.9977    1.2046    1.0856
  13   68 XM_022445 XM_022439   89.3333  304.6667  154.0000  611.0000  0.5801  0.4986 1.1136  0.8199    1.3582    1.1633
  13   69 XM_022445 XM_022436  113.1667  353.8333  180.1667  704.8333  0.6281  0.5020 1.3628  0.8300    1.6419    1.2512
  13   70 XM_022445 XM_022436   96.5000  289.5000  155.1667  603.8333  0.6219  0.4794 1.3255  0.7647    1.7334    1.2972
  13   71 XM_022445 XM_022436  124.6667  394.3333  187.5000  760.5000  0.6649  0.5185 1.6321  0.8817    1.8511    1.2823
  13   72 XM_022445 XM_022446  144.5000  418.5000  200.5000  771.5000  0.7207  0.5424 2.4318  0.9635    2.5239    1.3286
  13   73 XM_022445 XM_022446  144.5000  418.5000  200.5000  771.5000  0.7207  0.5424 2.4318  0.9635    2.5239    1.3286
  13   74 XM_022445 XM_022445  133.0000  361.0000  183.8333  698.1667  0.7235  0.5171 2.5067  0.8770    2.8582    1.3992
  13   75 XM_022445 XM_022440  126.0000  433.0000  193.1667  775.8333  0.6523  0.5581 1.5285  1.0224    1.4951    1.1687
  13   76 XM_022445 XM_022445   40.6667  162.3333   68.6667  303.3333  0.5922  0.5352 1.1692  0.9377    1.2470    1.1066
  13   77 XM_022445 XM_022459  143.0000  470.0000  184.5000  760.5000  0.7751  0.6180    nan  1.3030       nan    1.2541
  13   78 XM_022445 XM_022459  136.3333  438.6667  173.3333  711.6667  0.7865  0.6164    nan  1.2939       nan    1.2760
  13   79 XM_022445 XM_022459  143.0000  470.0000  184.5000  760.5000  0.7751  0.6180    nan  1.3030       nan    1.2541
  13   80 XM_022445 XM_022459  143.0000  470.0000  184.5000  760.5000  0.7751  0.6180    nan  1.3030       nan    1.2541
  13   81 XM_022445 XM_022459  128.1667  435.8333  170.5000  702.5000  0.7517  0.6204    nan  1.3167       nan    1.2116
  13   82 XM_022445 XM_022476  112.1667  378.8333  165.8333  653.1667  0.6764  0.5800 1.7409  1.1132    1.5639    1.1662
  13   83 XM_022445 XM_022476  112.1667  378.8333  165.8333  653.1667  0.6764  0.5800 1.7409  1.1132    1.5639    1.1662
  13   84 XM_022445 XM_022476  112.1667  378.8333  165.8333  653.1667  0.6764  0.5800 1.7409  1.1132    1.5639    1.1662
  13   85 XM_022445 XM_022476  125.6667  445.3333  189.3333  746.6667  0.6637  0.5964 1.6220  1.1894    1.3636    1.1128
  13   86 XM_022445 XM_022476  127.6667  458.3333  194.5000  771.5000  0.6564  0.5941 1.5607  1.1781    1.3248    1.1049
  13   87 XM_022445 XM_022476  127.6667  458.3333  194.5000  771.5000  0.6564  0.5941 1.5607  1.1781    1.3248    1.1049
  13   88 XM_022445 XM_022476  127.1667  454.8333  194.5000  765.5000  0.6538  0.5942 1.5403  1.1785    1.3071    1.1004
  13   89 XM_022445 XM_022476  127.1667  454.8333  194.5000  765.5000  0.6538  0.5942 1.5403  1.1785    1.3071    1.1004
  13   90 XM_022445 XM_022476  127.1667  454.8333  194.5000  765.5000  0.6538  0.5942 1.5403  1.1785    1.3071    1.1004
  13   91 XM_022445 XM_022454   84.0000  305.0000  144.6667  575.3333  0.5806  0.5301 1.1161  0.9203    1.2128    1.0953
  13   92 XM_022445 XM_022447   89.5000  334.5000  152.5000  603.5000  0.5869  0.5543 1.1442  1.0075    1.1357    1.0588
  13   93 XM_022445 XM_022461  148.3333  480.6667  197.0000  760.0000  0.7530  0.6325    nan  1.3899       nan    1.1905
  13   94 XM_022445 XM_022459  147.1667  485.8333  199.5000  766.5000  0.7377  0.6338 3.0815  1.3988    2.2030    1.1638
  13   95 XM_022445 XM_022444  152.8333  384.1667  203.6667  765.3333  0.7504  0.5020    nan  0.8299       nan    1.4950
  13   96 XM_022445 XM_022444  145.8333  425.1667  207.1667  773.8333  0.7039  0.5494 2.0926  0.9892    2.1155    1.2812
  13   97 XM_022445 XM_022443  120.3333  447.6667  192.5000  782.5000  0.6251  0.5721 1.3445  1.0791    1.2459    1.0927
  13   98 XM_022445 XM_022446  129.0000  476.0000  194.5000  756.5000  0.6632  0.6292 1.6177  1.3695    1.1812    1.0541
  13   99 XM_022445 XM_022438  138.5000  460.5000  193.3333  700.6667  0.7164  0.6572 2.3287  1.5675    1.4856    1.0900
  13  100 XM_022445 XM_022476  133.6667  498.3333  192.0000  777.0000  0.6962  0.6414 1.9758  1.4490    1.3636    1.0855
  13  101 XM_022445 XM_022443  143.8333  518.1667  200.6667  777.3333  0.7168  0.6666 2.3376  1.6473    1.4191    1.0753
  13  102 XM_022445 XM_022448  151.8333  508.1667  197.8333  786.1667  0.7675  0.6464    nan  1.4845       nan    1.1873
  14   15 XM_022446 XM_022445   89.0000  303.0000  344.6667 1392.3333  0.2582  0.2176 0.3165  0.2570    1.2315    1.1866
  14   16 XM_022446 XM_022445   50.8333  175.1667  197.0000  796.0000  0.2580  0.2201 0.3163  0.2605    1.2141    1.1726
  14   17 XM_022446 XM_022445  205.8333  659.1667  350.5000 1389.5000  0.5873  0.4744 1.1459  0.7508    1.5262    1.2379
  14   18 XM_022446 XM_022445  189.5000  624.5000  326.6667 1305.3333  0.5801  0.4784 1.1137  0.7619    1.4617    1.2125
  14   19 XM_022446 XM_022479   90.6667  243.3333  163.3333  628.6667  0.5551  0.3871 1.0107  0.5444    1.8566    1.4341
  14   20 XM_022446 XM_022441  227.6667  737.3333  325.5000 1330.5000  0.6994  0.5542 2.0226  1.0071    2.0083    1.2621
  14   21 XM_022446 XM_022440  107.1667  307.8333  167.0000  670.0000  0.6417  0.4595 1.4515  0.7112    2.0408    1.3967
  14   22 XM_022446 XM_022446  106.5000  307.5000  167.0000  670.0000  0.6377  0.4590 1.4243  0.7099    2.0063    1.3895
  14   23 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   24 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   25 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   26 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   27 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   28 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   29 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   30 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   31 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   32 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   33 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
  14   34 XM_022446 XM_022443  143.5000  447.5000  236.8333  948.1667  0.6059  0.4720 1.2372  0.7442    1.6624    1.2838
